,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHM9,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,tot_app,pass_tot
125,8,828,RAJASTHAN,BANSWARA,1,11,1484,373,1798194,7.11,321337.27,26.58,979,4.46,76.38,57.2,43.47,70.8,4522,241681.0,136519.0,2357,755,368,10,14,125,9,0,3638,2099,508,314,10,13,69,5,0,3018,236,245,54,0,1,55,4,0,595,22,2,0,0,0,1,0,0,25,2083,497,308,10,12,67,1,0,2978,2099,508,314,10,13,69,5,0,3018,218,196,49,0,0,45,3,0,511,2354,742,366,6,13,121,8,0,3610,2357,755,368,10,14,125,9,0,3638,118415,115901,92617,892,1908,27691,1182,0,358606,105523,83625,76394,892,1829,14052,602,0,282917,11924,31929,16223,0,79,13242,580,0,73977,968,347,0,0,0,397,0,0,1712,104787,82247,74861,892,1720,13698,240,0,278445,10346,25537,15020,0,0,11406,456,0,62765,3921,2898,3844,47,125,732,47,0,11614,866,2009,698,0,8,655,39,0,4275,46,16,0,0,0,12,0,0,74,239,7,5,0,0,0,0,251,717,6,1,0,0,0,0,724,1669,697,347,8,14,120,9,2864,481,379,238,7,12,81,6,1204,686,563,314,6,13,109,8,1699,2357,755,368,10,14,125,9,3638,2354,742,366,6,13,121,8,3610,2230,741,368,10,14,124,8,3495,191,412,312,5,13,102,8,1043,64,231,202,4,11,66,8,586,417,198,86,2,4,27,1,735,722,328,157,3,6,60,6,1282,1259,222,32,6,5,35,2,1561,2045,508,309,8,11,69,5,2955,1466,417,265,4,9,56,4,2221,2019,508,307,7,11,69,5,2926,1398,46,4,1,0,2,0,10,1451,1977,507,266,10,7,63,3,2833,6586,5457,3345,50,76,1072,45,16631,4833,4923,4542,47,133,1399,86,15963,1587,1636,1189,23,36,487,30,6278,3246,3287,3353,24,97,912,56,0,58040,54173,41595,611,884,12281,443,168027,444,29565,1176,2008,2508,1767,248,266,252,4,11,50,1,68,88,51,0,3,20,1,1865,1805,1428,7,25,427,17,627,408,315,11,4,113,2,358,400,462,1,15,94,9,161,215,123,1,7,42,0,180,85,5,0,0,5,0,52,22,0,0,0,1,0,8015,2937,8306,3097,106,76,123,88,4590,3922
126,8,829,RAJASTHAN,CHITTAURGARH,1,11,1482,315,1544392,18.47,209419.56,16.09,970,16.2,13.05,62.51,46.98,77.74,7822,159859.0,94671.0,1124,977,330,8,24,167,8,0,2638,863,651,299,8,18,71,2,0,1912,244,320,31,0,6,92,5,0,698,17,6,0,0,0,4,1,0,28,847,618,279,8,17,62,1,0,1832,863,651,299,8,18,71,2,0,1912,170,215,12,0,2,30,4,0,433,1123,938,320,0,22,158,8,0,2569,1124,977,330,8,24,167,8,0,2638,42786,108029,51191,755,2180,30197,415,0,235553,28281,67640,43312,755,1145,11216,107,0,152456,13944,39724,7879,0,1035,18338,242,0,81162,561,665,0,0,0,643,66,0,1935,27628,64240,39795,755,1145,8688,75,0,142326,10404,25878,2352,0,203,5159,215,0,44211,1434,3425,2862,20,124,574,13,0,8452,1185,2610,472,0,104,1106,26,0,5503,52,42,0,0,0,56,7,0,157,28,2,9,0,2,3,0,44,355,22,0,1,0,0,1,379,773,845,307,8,23,155,8,2119,562,620,223,6,19,121,6,1557,828,911,314,7,22,157,8,2247,1123,977,330,8,24,167,8,2637,1122,938,320,0,22,158,8,2568,1084,958,327,8,23,167,8,2575,266,687,312,7,23,157,8,1460,87,312,198,8,21,114,6,746,281,310,169,3,12,54,2,831,397,454,228,4,15,71,4,1173,492,269,16,8,0,43,5,833,797,574,261,5,17,58,1,1713,393,240,94,5,5,18,1,756,760,546,238,5,14,48,1,1612,915,84,17,0,9,8,2,5,1035,862,649,173,8,10,48,1,1751,3176,5977,2123,28,111,1303,36,12754,2671,6077,3334,20,228,1736,46,14112,1217,2863,1136,20,60,958,24,10646,1454,3214,2198,0,168,778,22,0,20184,52056,22364,755,769,13787,167,110082,511,26907,2921,1662,1949,3554,249,620,383,0,18,133,1,125,306,116,2,3,99,4,138,300,174,0,8,42,0,49,117,31,0,0,26,0,538,1170,599,0,57,235,8,364,841,249,11,7,249,7,78,108,32,0,0,4,0,23,29,10,0,0,4,0,5680,2550,5774,2587,55,34,55,36,3942,3368
127,8,830,RAJASTHAN,KOTA,1,6,867,250,1950491,60.3,248492.55,24.35,906,20.78,9.42,77.48,66.32,87.63,5217,187475.0,110764.0,650,940,461,2,25,327,9,0,2414,430,446,187,0,18,82,4,0,1167,104,482,274,2,7,243,5,0,1117,116,12,0,0,0,2,0,0,130,379,374,144,0,15,38,2,0,952,430,446,187,0,18,82,4,0,1167,33,175,46,2,0,64,1,0,321,646,925,460,2,22,323,7,0,2385,650,940,461,2,25,327,9,0,2414,26782,109692,113626,111,2408,53221,677,0,306517,14800,45785,32737,0,1598,12397,309,0,107626,6371,62492,80889,111,810,40338,368,0,191379,5611,1415,0,0,0,486,0,0,7512,12193,36144,22011,0,1393,5366,208,0,77315,2196,23279,10339,111,0,11715,84,0,47724,1044,2570,2509,0,193,870,31,0,7217,610,4061,5701,9,180,2687,45,0,13293,357,57,0,0,0,17,0,0,431,74,3,7,0,4,1,0,89,44,5,0,0,0,0,0,49,533,864,448,2,25,317,9,2198,260,527,314,2,18,209,4,1334,564,887,429,2,23,307,8,2220,650,940,461,2,25,327,9,2414,646,925,460,2,22,323,7,2385,645,936,458,2,25,327,9,2402,219,710,447,2,25,314,9,1726,57,289,283,0,22,150,5,806,65,93,133,0,8,58,3,360,133,195,200,0,9,102,5,644,320,364,58,1,2,78,3,826,421,442,182,0,17,81,3,1146,294,334,116,0,11,43,0,798,389,410,168,0,16,69,2,1054,476,150,22,1,11,24,4,21,688,427,443,149,0,9,74,1,1103,1939,6406,4118,8,101,2590,35,15197,2011,6688,8210,9,373,3574,76,20941,1017,3386,4272,7,159,1776,29,3063,994,3302,3938,2,214,1798,47,0,13300,52818,50102,56,951,24933,364,142524,1042,67332,6076,4959,5841,7452,171,641,473,0,24,270,3,90,386,310,0,9,161,2,136,392,305,0,26,140,1,59,191,130,0,4,79,2,476,1311,1179,2,38,698,18,355,901,626,3,22,446,11,153,243,17,0,1,2,0,62,107,21,0,1,3,0,4135,2886,4240,2966,8,1,10,1,4979,4254
128,8,831,RAJASTHAN,BARAN,1,7,1117,228,1223921,20.79,179549.21,19.8,926,18.09,22.64,67.38,52.48,81.23,6992,137248.0,79850.0,1047,699,322,6,18,174,4,0,2270,906,429,213,6,15,48,4,0,1621,64,263,109,0,2,126,0,0,564,77,7,0,0,1,0,0,0,85,880,408,209,5,14,45,3,0,1564,906,429,213,6,15,48,4,0,1621,44,186,54,0,0,73,0,0,357,1045,689,321,1,16,174,1,0,2247,1047,699,322,6,18,174,4,0,2270,40543,83248,61906,513,2004,33600,289,0,222103,33372,45254,37269,513,1754,7805,289,0,126256,3911,36307,24637,0,26,25795,0,0,90676,3260,1687,0,0,224,0,0,0,5171,31668,42502,36422,466,1632,7211,204,0,120105,2896,26222,12135,0,0,15208,0,0,56461,1722,2323,2248,25,139,511,29,0,6997,362,2033,1274,0,17,1270,0,0,4956,164,53,0,0,10,0,0,0,227,323,2,9,0,2,1,0,337,220,5,0,0,0,0,0,225,473,559,292,5,16,164,3,1512,287,356,183,4,12,101,1,944,529,603,269,5,16,162,4,1588,1041,699,322,6,17,174,4,2263,1035,681,318,1,15,172,1,2223,794,675,315,6,16,172,4,1982,120,388,269,6,15,154,4,956,29,213,183,6,11,89,2,533,204,225,90,1,6,52,1,579,397,455,206,3,13,139,2,1215,582,215,42,5,6,59,2,911,871,422,201,3,12,48,3,1560,380,273,126,1,9,32,0,821,721,382,188,3,12,46,3,1355,823,86,4,2,5,5,1,11,926,671,426,173,6,9,42,2,1329,2414,4205,1916,19,66,1286,14,9920,2248,4409,3522,25,166,1781,29,12180,520,1256,722,22,23,508,12,3413,1728,3153,2800,3,143,1273,17,0,20204,39780,27655,466,898,14561,212,103776,577,20289,1429,3009,3350,1606,218,485,453,1,17,174,1,56,143,91,4,4,57,0,664,421,431,0,34,125,7,100,90,80,5,4,37,2,559,1485,1105,1,46,559,6,167,475,225,6,5,171,3,89,79,9,0,5,0,0,13,15,3,0,0,0,0,4945,1293,5384,1352,176,31,226,35,3124,2669
129,8,832,RAJASTHAN,JHALAWAR,1,8,1512,256,1411327,16.26,204077.88,19.57,945,17.26,12.91,62.13,47.06,76.47,6219,156185.0,93268.0,928,904,333,4,6,111,5,0,2291,830,621,275,4,6,29,5,0,1770,45,277,58,0,0,82,0,0,462,53,6,0,0,0,0,0,0,59,817,601,265,4,3,26,3,0,1719,830,621,275,4,6,29,5,0,1770,42,201,32,0,0,55,0,0,330,928,891,329,0,6,110,3,0,2267,928,904,333,4,6,111,5,0,2291,34658,112614,67771,402,459,25953,672,0,242529,28918,68643,51685,402,459,4913,672,0,155692,3326,43092,16086,0,0,21040,0,0,83544,2414,879,0,0,0,0,0,0,3293,28304,65111,49035,402,76,4161,458,0,147547,3073,31895,9171,0,0,13854,0,0,57993,1477,3458,2973,19,54,287,46,0,8314,237,2210,766,0,0,863,0,0,4076,129,41,0,0,0,0,0,0,170,39,1,5,0,2,0,0,47,296,3,0,0,0,0,0,299,453,727,301,4,6,93,4,1588,343,512,172,4,5,82,1,1119,629,806,284,4,6,100,3,1832,928,904,333,4,6,111,5,2291,924,891,329,0,6,110,3,2263,873,892,319,4,6,110,5,2209,85,526,283,4,6,104,5,1013,4,166,79,4,3,21,5,282,328,322,120,1,3,20,1,795,406,412,192,2,5,33,2,1052,371,233,20,4,2,34,2,666,816,619,258,2,6,29,5,1735,514,425,177,2,4,21,3,1146,730,590,249,2,5,29,5,1610,730,89,3,0,3,2,1,6,828,824,615,183,4,3,25,4,1658,2281,5427,2497,23,16,916,26,11186,1843,5709,3739,19,54,1150,46,12560,399,1610,1035,19,4,321,25,1978,1444,4099,2704,0,50,829,21,0,17293,52154,31378,402,108,10794,427,112556,407,24373,1001,2329,2769,1307,246,653,454,0,7,120,2,47,177,136,0,1,39,2,174,623,361,0,14,88,5,41,146,87,4,1,24,2,600,1703,981,0,14,355,6,100,548,294,6,0,103,7,61,74,11,0,0,2,0,9,23,0,0,0,3,0,6095,1950,6232,2016,42,23,43,23,3603,3078
130,8,833,RAJASTHAN,PRATAPGARH (RAJ.),1,5,771,179,868231,8.26,148727.97,22.84,982,6.96,63.42,56.3,42.4,70.13,4449,112734.0,63805.0,1197,438,172,5,6,62,2,0,1882,1071,330,149,5,4,22,1,0,1582,110,106,23,0,2,40,1,0,282,16,2,0,0,0,0,0,0,18,1065,320,147,5,3,22,0,0,1562,1071,330,149,5,4,22,1,0,1582,94,93,16,0,0,27,1,0,231,1194,423,168,2,6,61,1,0,1855,1197,438,172,5,6,62,2,0,1882,56255,60228,38263,436,603,14100,121,0,170006,49861,47132,31205,436,455,4996,90,0,134175,5641,12879,7058,0,148,9104,31,0,34861,753,217,0,0,0,0,0,0,970,49587,46013,30852,436,305,4996,0,0,132189,4908,11218,4146,0,0,4827,31,0,25130,1589,1524,1248,23,40,173,6,0,4603,390,769,322,0,12,469,5,0,1967,38,9,0,0,0,0,0,0,47,172,1,4,0,0,0,0,177,637,7,0,0,0,0,0,644,614,387,167,5,6,59,1,1239,405,258,102,3,2,38,2,810,533,349,139,4,5,50,2,1082,1173,438,172,5,6,62,2,1858,1170,423,168,2,6,61,1,1831,1078,431,168,5,6,61,2,1751,146,272,150,3,6,53,2,632,22,201,97,3,5,44,0,372,197,141,66,1,2,13,1,421,549,261,115,4,4,41,2,976,643,100,7,5,1,26,1,783,1006,328,143,5,3,22,0,1507,681,281,103,4,1,16,0,1086,972,324,140,5,3,22,0,1466,781,26,4,1,0,1,1,6,814,933,330,132,5,3,18,0,1421,2830,2538,1165,24,16,495,6,7074,2017,2302,1570,23,52,642,11,6617,572,746,361,16,14,262,7,9197,1445,1556,1209,7,38,380,4,0,27098,28274,17329,378,134,6057,105,79375,198,10430,630,818,1044,923,128,162,168,1,5,45,0,42,46,22,4,0,11,0,810,700,382,5,0,127,1,224,126,75,6,0,38,1,175,295,278,1,16,77,2,105,208,73,1,2,68,3,140,107,20,0,0,2,0,34,29,8,0,0,0,0,3463,989,3535,1017,27,18,30,21,2216,1893
131,9,901,UTTAR PRADESH,SAHARANPUR,1,14,1357,127,3464228,30.71,505430.87,19.59,887,22.05,0.03,72.03,63.3,79.77,3689,387754.0,235557.0,2646,265,51,1019,133,8,14,0,4136,1365,3,2,585,7,0,0,0,1962,1179,229,49,429,126,7,14,0,2033,102,33,0,5,0,1,0,0,141,1234,2,0,560,5,0,0,0,1801,1366,6,11,611,74,2,2,0,2072,815,85,24,287,78,2,11,0,1302,2639,260,51,988,133,8,14,0,4093,2640,261,51,1012,133,8,14,0,4119,283585,90326,32820,101929,45338,3454,5033,173,562658,141389,594,326,39716,798,0,0,0,182823,130320,81882,32494,61902,44540,3255,5033,173,359599,11876,7850,0,311,0,199,0,0,20236,130559,232,0,37964,627,0,0,0,169382,88694,17047,13482,26016,27325,1052,4281,173,178070,5106,13,40,1962,74,0,0,0,7195,5430,1444,424,1895,1346,56,78,0,10673,427,193,0,25,0,10,0,0,655,17,1,1,2,4,0,4,29,84,2,0,54,2,0,0,142,2601,263,49,1006,130,8,12,4069,2160,220,40,906,114,8,9,3457,2505,257,50,954,130,8,14,3918,2638,261,50,1012,133,8,14,4116,2637,260,49,988,133,8,14,4089,2587,263,51,983,133,8,14,4039,1686,234,48,661,128,7,13,2777,278,101,32,256,81,3,3,754,681,43,17,271,71,1,9,1093,753,52,19,302,72,2,9,1209,811,113,12,517,22,1,4,1480,1359,4,11,602,74,2,2,2054,1359,4,11,602,74,2,2,2054,1359,4,11,602,74,2,2,2054,461,10,2,368,11,0,0,92,852,1358,3,6,605,33,1,1,2007,12934,2156,421,4581,722,51,40,20905,10963,1650,464,3882,1420,66,78,18523,5974,976,267,1691,248,28,13,5727,4989,674,197,2191,1172,38,65,0,138198,42765,17762,51628,21612,1640,2568,276257,290,22487,2641,3256,5310,5363,1050,70,39,506,200,7,10,904,74,26,298,50,4,2,34,10,2,18,17,0,0,51,9,1,25,3,0,0,2460,336,46,1065,286,18,19,2793,432,56,652,80,10,3,284,2,0,129,2,0,0,204,0,0,68,0,0,0,2963,2732,3121,2871,272,490,381,822,7647,6786
132,9,902,UTTAR PRADESH,MUZAFFARNAGAR,1,12,594,86,4138605,28.76,630309.54,16.8,886,13.55,0.01,70.11,60.0,79.11,4008,490104.0,296032.0,1784,281,42,590,105,19,10,0,2831,882,0,0,390,3,0,0,0,1275,897,280,42,200,102,19,10,0,1550,5,1,0,0,0,0,0,0,6,829,0,0,374,1,0,0,0,1204,902,8,6,404,68,0,0,0,1388,724,177,20,147,68,10,7,0,1153,1782,281,38,561,75,19,8,0,2764,1784,281,42,583,98,19,10,0,2817,230289,69016,18119,51355,28196,6051,2019,0,405045,119812,0,0,31271,389,0,0,0,151472,108990,68697,18119,20084,27807,6051,2019,0,251767,1487,319,0,0,0,0,0,0,1806,111547,0,0,29637,155,0,0,0,141339,84597,43836,7569,14179,17779,3373,1695,0,173028,3425,0,0,1201,52,0,0,0,4678,3332,1441,413,756,1403,89,61,0,7495,11,1,0,0,0,0,0,0,12,2,0,0,1,0,0,0,3,78,10,0,45,1,0,1,135,1745,268,38,587,104,19,9,2770,1446,178,20,524,60,12,7,2247,1682,278,41,527,104,19,10,2661,1784,280,42,583,98,19,10,2816,1782,280,38,561,75,19,8,2763,1784,280,42,590,105,19,10,2830,1209,263,36,388,98,18,7,2019,122,101,26,71,78,6,4,408,305,82,14,104,44,2,3,554,337,85,15,114,48,2,3,604,472,129,9,275,7,6,3,901,887,1,0,400,0,0,0,1288,876,1,0,392,0,0,0,1269,886,1,0,399,0,0,0,1286,246,8,0,182,4,1,2,51,443,881,0,1,388,13,0,0,1283,8569,2380,445,2726,685,134,78,15017,6768,1442,413,1957,1455,89,61,12185,3460,708,247,847,408,38,19,9647,3302,734,166,1109,1047,51,42,0,109893,28753,8974,25997,13508,2385,985,190495,114,12570,2852,3659,4151,3339,455,76,19,199,154,9,5,448,63,23,109,43,0,2,23,5,1,6,7,0,0,25,2,4,7,2,0,0,1843,404,75,577,291,24,14,1948,382,81,435,161,18,3,3,0,0,4,0,0,0,3,1,0,4,0,0,0,1923,1796,1971,1836,212,388,317,552,9135,8107
133,9,903,UTTAR PRADESH,BIJNOR,1,16,1919,159,3683896,25.13,549268.89,17.64,913,21.38,0.08,70.43,61.45,78.7,4561,427328.0,263024.0,3261,239,21,1292,183,6,52,0,5054,1792,0,0,779,18,0,1,0,2590,1382,229,20,510,165,6,50,0,2362,87,10,1,3,0,0,1,0,102,1672,0,0,747,10,0,1,0,2430,1793,2,10,832,75,1,7,0,2720,1054,167,11,431,120,3,45,0,1831,3259,236,14,1236,156,6,50,0,4957,3253,239,21,1284,166,6,52,0,5021,367834,76485,16349,111378,83222,1282,8966,300,665816,153379,0,0,52503,7285,0,252,0,213419,200180,73672,16174,58514,75937,1282,8544,300,434603,14275,2813,175,361,0,0,170,0,17794,143135,0,0,49990,3407,0,252,0,196784,149570,55822,6667,51143,53673,604,7924,300,325703,5815,0,0,2742,185,0,3,0,8745,5926,1193,164,1987,1318,31,169,0,10788,326,46,8,7,0,0,10,0,397,48,0,0,8,0,0,4,60,125,6,1,117,26,2,11,288,3243,238,19,1281,179,6,49,5015,2998,207,17,1176,102,3,15,4518,2547,224,20,999,182,6,50,4028,3253,239,21,1284,166,6,52,5021,3259,236,14,1236,156,6,50,4957,3253,239,21,1286,183,6,51,5039,1435,156,18,614,161,5,42,2431,229,34,12,199,90,2,15,581,192,35,6,104,84,3,34,458,202,35,6,121,86,3,36,489,995,114,5,778,39,1,17,1949,1793,2,8,813,71,1,6,2694,1612,1,6,683,41,1,4,2348,1691,1,6,780,49,1,4,2532,728,9,0,477,17,0,3,76,1234,1755,2,6,749,30,1,3,2546,13581,1466,203,5396,1025,58,227,21956,12067,1239,172,4736,1503,31,182,19930,6442,683,92,2082,311,13,24,9190,5625,556,80,2654,1192,18,158,0,181290,37537,10001,59970,41016,598,4465,335177,247,15385,3948,4719,5769,5019,1266,87,9,571,144,3,17,906,70,10,262,38,0,3,30,3,1,27,4,0,1,64,5,0,23,1,0,1,2145,218,23,886,302,5,46,2209,197,18,630,56,0,4,124,0,0,50,1,0,1,106,0,0,44,0,0,0,3191,3061,3674,3614,226,346,530,927,8131,7216
134,9,904,UTTAR PRADESH,MORADABAD,1,10,1141,69,4773138,33.01,763224.77,25.25,903,15.33,0.01,58.67,49.63,66.83,3718,596139.0,365921.0,1989,499,120,806,124,27,41,0,3606,1200,2,3,534,12,0,0,0,1751,609,460,117,266,112,27,41,0,1632,180,37,0,6,0,0,0,0,223,1107,0,1,503,8,0,0,0,1619,1202,16,24,546,52,1,3,0,1844,450,207,48,217,76,15,33,0,1046,1982,497,112,781,108,27,40,0,3547,1987,498,114,802,116,27,39,0,3583,274805,144783,68029,70882,24995,8255,4846,0,596595,132176,273,1295,37616,1765,0,0,0,173125,115052,135048,66734,32770,23230,8255,4846,0,385935,27577,9462,0,496,0,0,0,0,37535,121896,0,29,35165,1298,0,0,0,158388,87787,64749,20373,26836,14724,4356,4129,0,222954,3767,10,63,1840,117,0,0,0,5797,3303,3824,1875,1285,1492,314,334,0,12427,919,281,0,28,0,0,0,0,1228,5,1,1,0,9,0,2,18,47,0,0,103,0,0,0,150,1960,496,120,800,122,27,41,3566,1220,382,105,574,117,24,40,2462,1593,476,117,612,122,26,41,2987,1987,498,113,802,116,27,39,3582,1982,497,111,781,108,27,40,3546,1989,499,119,806,124,27,41,3605,763,351,96,325,95,19,30,1679,77,102,68,136,58,11,13,465,271,16,15,126,13,1,3,445,286,17,17,131,17,1,3,472,876,258,34,607,39,10,26,1850,1201,11,15,545,24,0,2,1798,1092,1,0,467,7,0,0,1567,1094,1,0,467,7,0,0,1569,229,6,2,262,6,0,4,93,509,1200,11,19,536,29,1,3,1799,9962,4707,1430,3778,913,251,193,21234,7989,4115,1938,3153,1609,314,334,19452,3895,2350,935,1290,446,173,101,4439,4094,1765,1003,1863,1163,141,233,0,136232,66412,31836,38056,11453,3775,2182,289946,26,2382,4913,5977,6697,5730,605,213,92,359,134,19,32,473,188,48,212,41,11,15,20,15,11,13,6,2,3,15,11,4,6,1,4,2,1533,592,295,678,364,45,83,1536,788,188,387,132,40,30,17,0,0,17,0,0,0,19,0,0,2,1,0,0,2494,2662,2596,2779,144,199,169,253,10536,9350
