,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHM9,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,tot_app,pass_tot
289,16,1603,TRIPURA,DHALAI,1,9,176,56,377988,10.71,54430.27,22.78,945,16.31,55.68,86.82,80.83,92.45,2400,40725.0,24920.0,543,246,25,0,8,55,0,0,877,512,238,23,0,7,53,0,0,833,28,8,2,0,1,2,0,0,41,3,0,0,0,0,0,0,0,3,506,232,18,0,5,48,0,0,809,512,238,23,0,8,53,0,0,834,23,8,2,0,1,2,0,0,36,541,246,25,0,7,55,0,0,874,543,246,25,0,8,55,0,0,877,20584,26670,10926,0,1139,13011,0,0,72330,17489,24863,8700,0,936,11857,0,0,63845,2933,1807,2226,0,203,1154,0,0,8323,162,0,0,0,0,0,0,0,162,16988,23932,7435,0,808,10868,0,0,60031,2372,1807,2226,0,203,1154,0,0,7762,1393,1668,610,0,152,832,0,0,4655,205,90,67,0,30,36,0,0,428,7,0,0,0,0,0,0,0,7,40,6,0,0,0,0,0,46,0,0,0,0,0,0,0,0,327,174,22,0,7,47,0,577,213,123,22,0,7,39,0,404,42,29,22,0,7,19,0,119,543,246,25,0,8,55,0,877,541,246,25,0,7,55,0,874,355,198,25,0,8,52,0,638,36,37,25,0,8,34,0,140,20,10,25,0,7,16,0,78,27,16,11,0,2,13,0,69,48,31,11,0,4,15,0,109,361,30,1,0,0,1,0,393,508,237,22,0,8,53,0,828,401,214,21,0,6,48,0,690,491,234,22,0,8,52,0,807,441,41,0,0,0,1,0,0,483,512,238,22,0,8,53,0,833,2007,1440,209,0,27,326,0,4009,1605,1758,677,0,182,868,0,5090,360,452,157,0,49,196,0,1150,1245,1306,520,0,133,672,0,0,10299,12931,5189,0,475,6381,0,35275,38,2186,23,43,245,183,109,210,112,0,28,137,0,43,63,28,0,10,39,0,872,513,163,0,12,283,0,188,195,72,0,20,79,0,145,320,111,0,43,139,0,49,92,26,0,9,40,0,512,478,51,0,10,291,0,109,130,27,0,2,93,0,936,249,2637,662,91,40,987,369,999,802
290,16,1604,TRIPURA,NORTH TRIPURA,1,9,103,63,693281,17.34,96158.07,17.32,967,16.57,25.86,88.29,84.69,91.77,2036,72198.0,41491.0,242,162,37,0,5,61,2,0,509,206,146,35,0,4,51,2,0,444,17,13,1,0,1,10,0,0,42,19,3,1,0,0,0,0,0,23,197,145,29,0,4,50,2,0,427,206,146,36,0,5,51,2,0,446,11,12,0,0,0,7,0,0,30,242,162,37,0,5,61,2,0,509,241,162,37,0,5,61,2,0,508,14704,20203,15905,0,1029,15571,57,0,67469,11995,17423,14761,0,857,12802,57,0,57895,1556,2289,842,0,172,2769,0,0,7628,1153,491,302,0,0,0,0,0,1946,11279,17334,11924,0,857,12514,57,0,53965,1071,2048,0,0,0,1944,0,0,5063,716,1070,908,0,78,745,18,0,3535,165,164,37,0,41,201,0,0,608,49,12,16,0,0,0,0,0,77,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,192,117,37,0,5,59,2,412,77,77,25,0,4,44,1,228,25,33,23,0,5,20,0,106,241,162,37,0,5,61,2,508,242,162,37,0,5,61,2,509,211,150,36,0,5,57,2,461,46,27,37,0,5,51,1,167,13,9,35,0,5,34,1,97,27,33,20,0,2,19,2,103,41,43,23,0,2,21,2,132,125,12,0,0,1,1,0,139,204,146,35,0,4,51,2,442,160,131,34,0,4,50,2,381,193,146,35,0,4,51,2,431,121,25,0,0,0,0,2,0,148,206,146,36,0,5,51,2,446,965,1047,257,0,27,374,6,2676,930,1246,961,0,119,946,18,4220,242,321,276,0,39,263,9,1391,688,925,685,0,80,683,9,0,7260,9784,7938,0,487,7778,22,33269,47,3137,86,84,292,316,74,134,101,0,16,118,0,32,32,37,0,6,31,0,281,263,89,0,18,145,8,68,104,34,0,6,81,9,134,257,191,0,19,191,0,57,82,69,0,13,50,0,154,199,56,0,3,79,1,29,50,27,0,1,36,0,950,326,2263,660,43,13,439,173,1832,1472
291,17,1701,MEGHALAYA,WEST GARO HILLS,1,7,1083,92,642923,11.68,112125.77,24.02,979,1.37,73.69,68.38,63.34,73.31,3677,81049.0,47664.0,1481,38,1,526,7,20,27,0,2100,1054,0,1,301,4,1,3,0,1364,426,38,0,225,3,19,24,0,735,1,0,0,0,0,0,0,0,1,991,0,0,284,2,0,3,0,1280,1234,0,1,497,7,2,26,0,1767,384,31,0,199,1,11,14,0,640,1478,38,1,503,5,20,27,0,2072,1478,38,1,525,7,20,27,0,2096,78063,6097,325,30646,2177,5596,5132,35,128071,49966,0,325,13808,1163,240,591,0,66093,27887,6097,0,16838,1014,5356,4541,35,61768,210,0,0,0,0,0,0,0,210,44318,0,0,12512,420,0,591,0,57841,23207,4583,0,13538,210,3358,3035,0,47931,2288,0,20,1319,129,22,35,0,3813,1326,327,0,1118,74,246,329,0,3420,8,0,0,0,0,0,0,0,8,456,0,0,95,0,0,0,551,183,0,0,0,0,0,0,183,596,25,1,262,7,18,25,934,444,21,1,236,6,10,18,736,111,19,1,44,4,12,11,202,1154,25,1,417,7,19,23,1646,1242,26,1,413,5,19,23,1729,917,23,1,318,7,17,26,1309,104,18,1,140,7,17,23,310,27,8,1,88,7,12,14,157,283,0,0,92,1,1,3,380,429,2,0,130,1,6,5,573,494,29,0,299,0,7,1,830,1230,0,0,465,0,0,3,1698,1108,0,0,339,0,0,3,1450,1227,0,0,458,0,0,3,1688,978,1,0,302,0,1,3,195,1285,1209,0,0,478,5,1,14,1707,3438,281,8,1416,36,180,95,5454,3622,327,20,2437,203,268,364,7241,1671,210,7,814,110,166,125,936,1951,117,13,1623,93,102,239,0,39379,3074,157,15948,1190,3082,2601,65431,1178,30066,314,387,1835,1585,30,3,2,30,5,13,14,23,11,0,18,6,3,7,1487,54,0,991,54,46,91,1397,139,1,586,98,117,84,27,7,2,52,0,7,17,22,11,1,21,0,9,5,440,5,0,184,0,0,5,224,2,0,78,0,0,0,391,331,1080,779,109,120,1219,735,574,570
292,17,1702,MEGHALAYA,EAST GARO HILLS,1,3,518,41,317618,13.93,57075.95,26.75,968,0.16,95.99,75.51,71.32,79.56,2603,42273.0,24355.0,560,3,1,192,2,8,6,0,772,439,0,0,147,2,0,1,0,589,121,3,1,45,0,8,5,0,183,0,0,0,0,0,0,0,0,0,419,0,0,139,0,0,1,0,559,520,2,1,188,2,5,5,0,723,115,2,0,40,0,4,3,0,164,560,3,1,188,2,8,6,0,768,560,3,1,192,2,8,6,0,772,29718,970,1199,8871,633,3720,914,0,46025,22488,0,0,5245,633,0,230,0,28596,7230,970,1199,3626,0,3720,684,0,17429,0,0,0,0,0,0,0,0,0,20532,0,0,4620,0,0,230,0,25382,6727,806,0,3359,0,2130,601,0,13623,971,0,0,579,49,0,9,0,1608,282,29,42,219,0,123,61,0,756,0,0,0,0,0,0,0,0,0,47,0,0,1,0,0,0,48,54,0,0,0,0,0,0,54,266,3,1,106,2,8,5,391,342,3,1,142,2,7,5,502,51,3,1,23,1,6,3,88,513,3,1,187,2,8,5,719,528,3,1,188,2,8,3,733,363,3,1,122,2,8,5,504,42,3,1,49,2,8,6,111,10,1,1,31,2,7,5,57,107,0,1,59,1,0,0,168,156,0,1,74,1,0,0,232,177,0,0,145,0,1,1,324,518,2,1,184,1,2,1,709,468,2,1,140,1,2,1,615,513,2,1,181,1,2,1,701,346,0,0,139,0,0,1,30,486,518,2,1,186,1,4,2,714,1640,23,15,651,18,78,36,2461,1253,29,42,798,49,123,70,2364,517,12,30,255,19,77,26,1082,736,17,12,543,30,46,44,0,14998,489,634,4285,299,2010,489,23204,504,13385,86,174,416,340,0,0,0,11,3,2,0,0,0,0,5,0,4,0,731,9,8,504,11,35,26,512,9,28,241,15,64,25,2,2,2,8,6,0,1,0,0,0,3,1,1,0,47,0,0,32,0,0,4,23,0,0,11,0,0,1,240,126,446,258,50,31,566,338,283,281
293,17,1703,MEGHALAYA,SOUTH GARO HILLS,1,4,640,51,142574,9.15,27402.72,41.19,944,0.22,94.31,72.39,67.72,76.77,1887,19690.0,10649.0,700,3,0,293,0,2,3,0,1001,540,0,0,236,0,0,0,0,776,159,3,0,57,0,2,3,0,224,1,0,0,0,0,0,0,0,1,531,0,0,229,0,0,0,0,760,652,0,0,292,0,2,3,0,949,152,2,0,51,0,1,3,0,209,700,3,0,291,0,2,3,0,999,700,3,0,293,0,2,3,0,1001,31028,536,0,12816,0,372,469,68,45289,22299,0,0,9183,0,0,0,0,31482,8716,536,0,3633,0,372,469,68,13794,13,0,0,0,0,0,0,0,13,21789,0,0,8784,0,0,0,0,30573,8232,272,0,3093,0,115,469,0,12181,1159,0,0,890,0,0,0,0,2049,414,23,0,293,0,24,29,0,783,1,0,0,0,0,0,0,0,1,79,0,0,12,0,0,0,91,74,0,0,0,0,0,0,74,271,3,0,141,0,1,2,418,191,1,0,116,0,2,2,312,22,1,0,15,0,0,1,39,699,3,0,293,0,2,3,1000,699,3,0,291,0,2,3,998,581,2,0,235,0,2,3,823,76,0,0,94,0,2,2,174,24,0,0,44,0,1,2,71,57,0,0,21,0,0,1,79,87,0,0,39,0,0,2,128,284,3,0,216,0,2,0,505,650,0,0,291,0,0,2,943,597,0,0,219,0,0,1,817,647,0,0,285,0,0,2,934,523,0,0,230,0,0,0,48,753,652,0,0,292,0,1,3,948,1819,23,0,923,0,11,12,2788,1574,23,0,1183,0,24,29,2833,621,12,0,421,0,14,14,2558,953,11,0,762,0,10,15,0,15330,285,0,6306,0,192,231,22412,550,10991,47,97,445,338,7,0,0,20,0,0,3,3,0,0,9,0,0,1,936,8,0,717,0,6,10,606,11,0,402,0,12,12,3,1,0,5,0,0,0,2,0,0,3,0,1,0,66,0,0,50,0,0,0,28,0,0,13,0,0,0,159,74,483,309,106,49,823,434,127,126
294,17,1704,MEGHALAYA,WEST KHASI HILLS,1,4,806,73,385601,11.15,86644.54,30.25,981,0.04,97.82,79.3,78.3,80.29,5247,60535.0,32804.0,1299,11,0,428,4,0,11,0,1753,512,1,0,280,3,0,3,0,799,784,10,0,148,1,0,8,0,951,3,0,0,0,0,0,0,0,3,475,1,0,249,1,0,3,0,729,1013,2,0,392,4,0,9,0,1420,725,7,0,124,0,0,5,0,861,1299,11,0,427,4,0,11,0,1752,1299,11,0,428,4,0,11,0,1753,60810,1493,0,20234,1066,0,1360,114,85077,26400,166,0,10359,667,0,292,0,37884,34320,1327,0,9875,399,0,1068,114,47103,90,0,0,0,0,0,0,0,90,23710,166,0,8832,121,0,292,0,33121,28150,547,0,7235,0,0,332,114,36378,1232,7,0,1088,60,0,27,0,2414,1720,44,0,667,22,0,76,0,2529,5,0,0,0,0,0,0,0,5,318,0,0,33,0,0,1,352,178,0,0,4,0,0,0,182,468,5,0,192,3,0,9,677,178,5,0,109,3,0,7,302,97,1,0,47,1,0,4,150,1063,8,0,402,4,0,10,1487,1063,8,0,395,4,0,10,1480,839,7,0,277,4,0,9,1136,120,5,0,172,3,0,9,309,31,2,0,75,4,0,6,118,282,1,0,160,2,0,4,449,327,1,0,181,2,0,5,516,302,6,0,255,0,0,1,564,1004,2,0,391,1,0,6,1404,858,2,0,353,1,0,6,1220,949,2,0,371,1,0,6,1329,913,3,0,303,0,0,2,123,1221,1009,2,0,390,4,0,9,1414,3639,56,0,1380,25,0,41,5141,2957,51,0,1755,82,0,103,4948,1575,32,0,863,38,0,50,2149,1382,19,0,892,44,0,53,0,29869,779,0,10841,592,0,731,42880,1110,27248,293,328,1192,1337,2,0,0,13,0,0,0,6,0,0,1,0,0,0,1377,18,0,857,24,0,50,1567,32,0,859,32,0,50,1,0,0,10,5,0,0,2,0,0,1,2,0,0,89,5,0,59,0,0,7,73,2,0,35,0,0,4,181,158,418,426,111,128,776,794,344,341
295,17,1705,MEGHALAYA,RI BHOI,1,3,586,52,258380,9.74,51546.81,34.02,951,0.23,88.89,77.22,75.85,78.52,2448,36548.0,21144.0,799,28,4,301,4,8,7,0,1151,465,2,3,184,2,3,0,0,659,334,26,1,117,2,5,7,0,492,0,0,0,0,0,0,0,0,0,456,2,2,176,2,3,0,0,641,636,5,3,266,2,6,4,0,922,324,26,1,115,2,4,7,0,479,799,28,4,301,4,8,7,0,1151,799,28,4,301,4,8,7,0,1151,48705,3673,939,17320,537,2249,781,238,74442,26234,317,815,8257,420,1275,0,0,37318,22471,3356,124,9063,117,974,781,238,37124,0,0,0,0,0,0,0,0,0,25638,317,659,7643,420,1275,0,0,35952,21128,3356,124,8581,117,895,781,238,35220,1085,23,54,720,34,51,0,0,1967,900,180,23,498,15,46,64,0,1726,0,0,0,0,0,0,0,0,0,69,0,0,9,0,0,1,79,44,0,0,2,0,0,0,46,398,21,4,185,4,7,5,624,263,13,4,116,3,8,3,410,98,9,4,61,4,7,2,185,765,28,3,289,4,8,6,1103,767,28,3,291,4,8,7,1108,472,19,4,201,4,6,6,712,110,11,4,111,3,6,4,249,61,7,3,92,3,4,3,173,158,0,2,55,0,1,0,216,213,1,2,77,1,1,0,295,250,22,1,151,0,1,2,427,634,4,0,260,0,0,2,900,593,4,0,239,0,0,1,837,625,4,0,256,0,0,2,887,440,8,0,181,1,0,2,112,632,626,5,2,262,0,1,3,899,2800,184,32,1201,29,78,30,4354,1985,203,77,1218,49,97,64,3693,1175,160,33,671,23,51,36,7541,810,43,44,547,26,46,28,0,23886,1903,435,9207,273,1166,415,37412,607,19320,349,243,649,1077,8,1,2,7,2,2,3,11,2,1,5,1,2,2,772,42,13,468,13,38,17,1138,140,18,640,20,45,29,8,0,2,18,3,3,2,5,0,0,4,0,0,2,127,4,8,71,3,1,0,133,17,15,70,2,6,0,165,162,313,320,139,196,582,752,230,229
296,17,1706,MEGHALAYA,EAST KHASI HILLS,1,9,828,107,824059,44.42,134404.02,24.68,1008,0.68,80.05,84.7,84.15,85.26,2748,97851.0,56147.0,1572,50,19,693,3,54,54,0,2445,585,4,8,436,0,3,5,0,1041,947,41,11,246,3,44,48,0,1340,40,5,0,11,0,7,1,0,64,579,2,5,413,0,2,5,0,1006,1312,4,9,623,2,3,45,0,1998,867,33,5,205,3,32,31,0,1176,1567,50,16,684,3,54,49,0,2423,1569,49,18,688,3,52,53,0,2432,100050,8479,11708,38732,354,11934,8105,69,179431,30992,638,5120,16968,0,1178,490,0,55386,67579,7421,6588,21560,354,9711,7605,69,120887,1479,420,0,204,0,1045,10,0,3158,30442,326,2772,15581,0,852,490,0,50463,55831,5171,1490,17133,354,5481,3618,69,89147,1562,48,315,1648,0,72,52,0,3697,3280,373,455,1025,54,634,614,0,6435,106,41,0,24,0,88,11,0,270,126,1,0,12,0,0,0,139,114,1,0,7,0,0,0,122,1247,47,19,605,3,51,54,2026,390,29,16,232,2,35,36,740,544,39,19,296,2,45,44,989,1350,40,18,639,3,46,51,2147,1373,41,16,645,3,48,47,2173,1139,32,19,465,3,49,49,1756,439,38,19,351,2,48,47,944,112,22,18,203,2,36,45,438,558,5,4,368,2,1,10,948,641,7,7,406,2,6,15,1084,298,22,2,236,0,20,6,584,1308,4,1,610,2,1,31,1957,1228,4,0,540,2,1,30,1805,1289,4,0,586,2,1,30,1912,860,6,0,439,0,9,7,412,1321,1306,4,7,617,2,2,39,1977,5830,356,283,2388,20,481,268,9626,4948,462,770,2697,54,794,677,10402,3673,395,556,1765,34,665,453,2820,1275,67,214,932,20,129,224,0,49847,4438,6158,20808,143,4785,4629,90853,1568,57739,1716,574,1620,4815,8,12,18,11,0,3,8,23,9,11,4,0,8,2,1169,46,80,860,15,92,135,3454,334,412,1677,29,490,374,7,1,17,9,0,2,5,8,2,9,5,0,16,2,174,4,3,128,0,4,3,415,23,0,195,1,12,19,245,511,473,988,138,363,727,1509,736,730
297,18,1801,ASSAM,KOKRAJHAR,1,4,967,140,886999,6.17,131896.75,5.19,958,3.33,31.41,66.63,59.54,73.44,3296,104575.0,61922.0,2208,50,3,361,10,48,7,0,2687,1515,15,1,275,10,0,6,0,1822,40,35,2,83,0,48,1,0,209,653,0,0,3,0,0,0,0,656,1481,14,1,257,7,0,4,0,1764,1515,15,1,358,10,0,7,0,1906,40,35,1,80,0,40,1,0,197,2199,50,3,331,9,48,6,0,2646,2204,50,3,357,10,48,7,0,2679,109647,5779,2662,38309,2845,12412,1659,0,173313,83175,2485,349,31895,2845,0,1597,0,122346,1882,3294,2313,6202,0,12412,62,0,26165,24590,0,0,212,0,0,0,0,24802,80707,2344,349,30623,2168,0,1167,0,117358,1882,3294,1185,6040,0,9749,62,0,22212,3709,118,8,2097,420,0,162,0,6514,254,347,68,576,0,882,14,0,2141,1564,0,0,23,0,0,0,0,1587,843,1,0,25,0,1,0,870,6,0,0,0,0,0,0,6,1868,38,3,317,10,46,6,2288,1535,37,3,313,8,32,5,1933,288,19,3,67,10,36,6,429,1558,43,3,289,10,46,7,1956,1549,38,3,271,8,40,6,1915,1569,46,3,285,10,47,7,1967,127,24,3,87,10,35,7,293,27,35,3,100,8,38,7,218,1134,13,0,119,1,5,0,1272,1191,16,1,133,2,10,0,1353,277,35,1,6,0,28,0,347,1509,15,0,346,10,0,6,1886,1031,10,0,106,8,0,3,1158,1494,15,0,342,10,0,6,1867,1466,10,0,100,0,1,0,123,1577,1514,15,1,358,8,0,6,1902,4978,361,56,1514,84,547,42,7582,5527,465,76,2696,420,882,176,10242,1599,176,39,562,144,425,68,3965,3928,289,37,2134,276,457,108,0,54485,2499,1271,20018,1285,5207,843,85608,2095,29173,64,85,1259,882,137,8,1,62,6,10,4,35,6,0,11,4,10,2,1672,142,23,926,117,231,59,804,64,28,290,80,198,35,837,76,1,437,64,83,16,351,52,4,141,38,93,10,691,22,0,358,0,12,0,249,3,0,66,0,11,0,1615,601,4068,1389,570,260,731,326,3996,2792
298,18,1802,ASSAM,DHUBRI,1,7,1042,200,1948632,10.36,358938.01,24.4,952,3.61,0.33,59.36,54.26,64.2,2176,275468.0,156443.0,2989,142,4,918,36,70,41,0,4200,2176,54,1,415,34,0,33,0,2713,119,88,3,476,1,70,7,0,764,694,0,0,27,1,0,1,0,723,2070,52,1,380,25,0,26,0,2554,2176,54,1,891,35,0,39,0,3196,114,83,2,467,1,52,7,0,726,2968,141,4,848,35,70,38,0,4104,2988,142,4,916,35,70,41,0,4196,281852,27887,1406,91649,9168,21524,6546,0,440032,239604,14088,326,53404,9056,0,5752,0,322230,8067,13799,1080,37060,69,21524,702,0,82301,34181,0,0,1185,43,0,92,0,35501,227483,13746,326,48539,6383,0,3914,0,300391,7858,13075,875,36568,69,15294,702,0,74441,5250,416,12,2489,817,0,507,0,9491,628,746,59,3157,12,1260,119,0,5981,1605,0,0,209,12,0,16,0,1842,1136,7,0,35,1,2,2,1183,87,16,0,0,0,2,0,105,2277,128,4,737,33,69,35,3283,2135,71,3,739,22,26,32,3028,274,46,3,79,24,50,13,489,2246,118,4,507,32,63,28,2998,2201,108,2,424,23,61,25,2844,2989,142,4,918,36,70,41,4200,226,53,3,242,35,39,30,628,17,22,0,95,25,25,18,202,419,17,0,115,4,0,7,562,445,17,0,119,9,2,10,602,436,84,0,92,1,47,1,661,2150,54,0,859,33,0,36,3132,1376,38,0,299,21,0,24,1758,2101,54,0,825,33,0,35,3048,824,5,0,187,1,1,5,256,1023,2176,54,1,888,35,0,39,3193,8109,1137,43,3359,201,824,183,13856,7483,1162,71,5855,841,1260,642,17314,1795,371,28,945,181,537,108,2930,5688,791,43,4910,660,723,534,0,142107,13061,699,51407,4231,8964,3099,223568,2021,45239,64,93,4291,1690,236,36,4,102,21,25,20,105,13,1,28,8,17,5,49,13,3,46,7,5,9,16,5,0,11,2,9,2,759,160,7,548,82,95,58,364,87,10,158,39,102,25,571,78,0,392,0,13,0,125,25,0,62,0,8,0,2752,742,5988,1381,1074,294,1638,484,8780,6135
299,18,1803,ASSAM,GOALPARA,1,4,694,127,1008959,13.66,165771.96,22.74,962,4.47,22.97,68.67,64.53,72.67,1824,127413.0,73900.0,1812,92,4,446,18,33,31,0,2436,1500,43,1,232,16,2,23,0,1817,53,43,3,189,2,31,7,0,328,259,6,0,25,0,0,1,0,291,1458,43,1,218,14,2,19,0,1755,1500,43,1,416,18,2,30,0,2010,51,40,2,182,2,21,7,0,305,1801,90,4,391,18,31,25,0,2360,1788,88,4,441,17,33,31,0,2402,128390,12935,918,42151,3461,8533,5895,0,202283,115232,7956,183,29212,3370,481,5201,0,161635,3366,4701,735,12085,91,8052,598,0,29628,9792,278,0,854,0,0,96,0,11020,109081,7956,183,27191,2926,481,4232,0,152050,3282,4149,624,11311,91,5505,598,0,25560,3757,325,11,1410,403,22,428,0,6356,395,458,55,1159,34,497,109,0,2707,580,34,0,159,0,0,13,0,786,394,1,0,42,0,0,0,437,112,1,0,1,0,0,0,114,1513,75,2,403,16,25,28,2062,1332,69,4,382,17,24,26,1854,664,37,4,64,12,20,12,813,1660,84,4,374,17,30,31,2200,1687,87,4,343,18,31,24,2194,1654,92,4,370,18,32,30,2200,175,50,4,113,16,25,22,405,46,29,3,73,12,10,17,190,600,19,1,79,4,0,5,708,631,22,1,87,5,2,8,756,414,43,2,32,0,17,2,510,1493,43,0,408,17,2,28,1991,1198,34,0,151,12,2,23,1420,1468,43,0,392,17,2,27,1949,927,10,0,157,3,0,1,176,1098,1500,43,1,416,18,2,30,2010,4743,638,38,1428,92,293,166,7398,4732,817,66,2728,437,519,550,9849,1550,304,33,544,98,261,140,2084,3182,513,33,2184,339,258,410,0,63256,6178,337,23144,1335,4179,3287,101716,1369,11737,72,151,1777,930,175,12,1,78,8,1,15,94,23,8,26,9,10,5,589,77,0,219,16,22,79,313,57,4,78,8,30,37,465,75,7,197,40,21,48,257,30,3,90,13,35,24,343,24,0,225,0,0,16,145,9,0,42,0,1,2,2301,798,3428,1093,968,639,1116,719,4546,3176
